Span	12800 Hz			Span	12800 Hz			Span	12800 Hz			
1.423200000e+004	5.430775529e+001	9.484820274e+000		1.423200000e+004	-2.314919491e+001	1.720813276e+001		1.423200000e+004	1.326372882e+000	-5.493105325e+000		
1.423300000e+004	5.195086275e+001	8.044457120e+000		1.423300000e+004	-2.239463821e+001	1.806011922e+001		1.423300000e+004	6.170158026e-001	-5.132089905e+000		
1.423400000e+004	5.399601490e+001	7.348575024e+000		1.423400000e+004	-2.046261705e+001	1.838875582e+001		1.423400000e+004	1.219757683e+000	-4.779168607e+000		
1.423500000e+004	5.476467330e+001	7.287491788e+000		1.423500000e+004	-2.036450422e+001	1.789879693e+001		1.423500000e+004	2.186531266e+000	-4.904152539e+000		
1.423600000e+004	5.314868077e+001	5.710786169e+000		1.423600000e+004	-1.995016515e+001	1.957664679e+001		1.423600000e+004	9.043376325e-001	-4.537246241e+000		
1.423700000e+004	5.494318587e+001	5.509732739e+000		1.423700000e+004	-2.171128395e+001	1.931943203e+001		1.423700000e+004	1.717409061e+000	-4.620976525e+000		
1.423800000e+004	5.459095309e+001	5.593041746e+000		1.423800000e+004	-1.917347021e+001	1.834271331e+001		1.423800000e+004	1.675272209e+000	-5.081273694e+000		
1.423900000e+004	5.457270475e+001	4.970435026e+000		1.423900000e+004	-1.889530595e+001	1.998101835e+001		1.423900000e+004	1.175406986e+000	-4.782642684e+000		
1.424000000e+004	5.419606824e+001	3.955682726e+000		1.424000000e+004	-2.132122725e+001	2.045830081e+001		1.424000000e+004	1.599097587e+000	-4.310325308e+000		
1.424100000e+004	5.559034220e+001	3.293760699e+000		1.424100000e+004	-2.019191986e+001	1.990469990e+001		1.424100000e+004	1.556199674e+000	-4.271065627e+000		
1.424200000e+004	5.461213286e+001	2.357457937e+000		1.424200000e+004	-2.006806984e+001	1.978618528e+001		1.424200000e+004	1.745605064e+000	-3.395977774e+000		
1.424300000e+004	5.620877543e+001	2.286367133e+000		1.424300000e+004	-1.942636873e+001	2.011793847e+001		1.424300000e+004	1.099971641e+000	-4.269187968e+000		
1.424400000e+004	5.588398984e+001	3.388269677e-002		1.424400000e+004	-1.974976328e+001	2.083507580e+001		1.424400000e+004	2.040753633e+000	-3.861213182e+000		
1.424500000e+004	5.497444207e+001	-2.706287246e-002		1.424500000e+004	-1.889221581e+001	1.998896310e+001		1.424500000e+004	1.543279343e+000	-3.268969145e+000		
1.424600000e+004	5.419038586e+001	-1.217396800e+000		1.424600000e+004	-1.843839417e+001	1.976592974e+001		1.424600000e+004	2.489889488e+000	-2.795332895e+000		
1.424700000e+004	5.551535098e+001	-6.488802324e-001		1.424700000e+004	-1.900492980e+001	1.995440982e+001		1.424700000e+004	1.549419369e+000	-2.806921127e+000		
1.424800000e+004	5.523114492e+001	-4.259942044e-001		1.424800000e+004	-1.837197631e+001	2.001622203e+001		1.424800000e+004	2.750111345e+000	-3.477579888e+000		
1.424900000e+004	5.471945078e+001	-2.321698007e+000		1.424900000e+004	-1.879149362e+001	1.968726646e+001		1.424900000e+004	1.193713480e+000	-2.932039066e+000		
1.425000000e+004	5.588939837e+001	-2.527217051e+000		1.425000000e+004	-1.817706233e+001	2.046338725e+001		1.425000000e+004	1.919023221e+000	-2.980798488e+000		
1.425100000e+004	5.435563540e+001	-4.627274287e+000		1.425100000e+004	-1.604847475e+001	2.147836400e+001		1.425100000e+004	1.703142043e+000	-2.234602952e+000		
1.425200000e+004	5.546956209e+001	-4.690120818e+000		1.425200000e+004	-1.848825657e+001	1.980260380e+001		1.425200000e+004	2.287467783e+000	-3.094770866e+000		
1.425300000e+004	5.428983682e+001	-5.396136515e+000		1.425300000e+004	-1.684570530e+001	2.047570426e+001		1.425300000e+004	1.847145489e+000	-3.307985317e+000		
1.425400000e+004	5.582160193e+001	-4.785929657e+000		1.425400000e+004	-1.852933556e+001	1.977152655e+001		1.425400000e+004	1.988913210e+000	-3.170568265e+000		
1.425500000e+004	5.496289682e+001	-5.160425556e+000		1.425500000e+004	-1.599058668e+001	1.959113437e+001		1.425500000e+004	2.299413304e+000	-2.297677626e+000		
1.425600000e+004	5.550004030e+001	-5.607113880e+000		1.425600000e+004	-1.810823273e+001	2.118389325e+001		1.425600000e+004	2.176224370e+000	-2.707276449e+000		
1.425700000e+004	5.484295071e+001	-6.554877285e+000		1.425700000e+004	-1.755964358e+001	2.005772580e+001		1.425700000e+004	2.834176161e+000	-2.361748506e+000		
1.425800000e+004	5.579327095e+001	-7.485397115e+000		1.425800000e+004	-1.681161881e+001	2.031901252e+001		1.425800000e+004	2.718061610e+000	-1.992953658e+000		
1.425900000e+004	5.491835270e+001	-9.461793571e+000		1.425900000e+004	-1.490540642e+001	2.047921451e+001		1.425900000e+004	2.338145124e+000	-2.641212964e+000		
1.426000000e+004	5.515952081e+001	-9.173657924e+000		1.426000000e+004	-1.682950772e+001	2.038264831e+001		1.426000000e+004	3.201760275e+000	-2.844631847e+000		
1.426100000e+004	5.599362303e+001	-9.550098387e+000		1.426100000e+004	-1.564215201e+001	2.084870449e+001		1.426100000e+004	2.571588072e+000	-1.847664014e+000		
1.426200000e+004	5.548485410e+001	-1.021232110e+001		1.426200000e+004	-1.606025184e+001	2.138473546e+001		1.426200000e+004	4.512937424e+000	-2.418075939e+000		
1.426300000e+004	5.277147166e+001	-9.736446017e+000		1.426300000e+004	-1.596715232e+001	1.809763195e+001		1.426300000e+004	3.158105387e+000	-1.460821837e+000		
1.426400000e+004	5.392303399e+001	-9.770531731e+000		1.426400000e+004	-1.530760586e+001	1.933714045e+001		1.426400000e+004	4.545808708e+000	-1.737621610e+000		
1.426500000e+004	5.435767060e+001	-1.234140425e+001		1.426500000e+004	-1.510813290e+001	2.082789348e+001		1.426500000e+004	3.889136114e+000	-1.885174598e+000		
1.426600000e+004	5.291426554e+001	-1.215052255e+001		1.426600000e+004	-1.567503574e+001	2.052762987e+001		1.426600000e+004	3.634288359e+000	-2.675273198e+000		
1.426700000e+004	5.323786859e+001	-1.286612804e+001		1.426700000e+004	-1.519642138e+001	1.965171425e+001		1.426700000e+004	3.326933062e+000	-1.287886224e+000		
1.426800000e+004	5.444944132e+001	-1.470686393e+001		1.426800000e+004	-1.718114302e+001	2.021524998e+001		1.426800000e+004	4.746348670e+000	-1.527972163e+000		
1.426900000e+004	5.245691186e+001	-1.603488963e+001		1.426900000e+004	-1.419326684e+001	2.048506182e+001		1.426900000e+004	4.665334709e+000	-2.074492562e+000		
1.427000000e+004	5.307995697e+001	-1.568017197e+001		1.427000000e+004	-1.567187713e+001	2.133649903e+001		1.427000000e+004	5.524729504e+000	-2.095844465e+000		
1.427100000e+004	5.450675057e+001	-1.442724018e+001		1.427100000e+004	-1.753383170e+001	2.031989786e+001		1.427100000e+004	4.608298535e+000	-1.192105100e+000		
1.427200000e+004	5.241383035e+001	-1.800652251e+001		1.427200000e+004	-1.233336848e+001	1.961371295e+001		1.427200000e+004	5.403351518e+000	-1.065704463e+000		
1.427300000e+004	5.207929820e+001	-1.614865390e+001		1.427300000e+004	-1.429203940e+001	1.884165166e+001		1.427300000e+004	4.545418161e+000	-1.719008786e+000		
1.427400000e+004	5.308085943e+001	-1.758913531e+001		1.427400000e+004	-1.426467312e+001	1.923613663e+001		1.427400000e+004	5.221923844e+000	-4.979797842e-001		
1.427500000e+004	5.328784614e+001	-1.693824001e+001		1.427500000e+004	-1.415095397e+001	2.063312575e+001		1.427500000e+004	6.632465403e+000	-1.475713283e+000		
1.427600000e+004	5.280623811e+001	-1.969204171e+001		1.427600000e+004	-1.387034841e+001	1.991235057e+001		1.427600000e+004	6.010765032e+000	-1.358220343e+000		
1.427700000e+004	5.134632116e+001	-1.907748438e+001		1.427700000e+004	-1.404195251e+001	1.944130286e+001		1.427700000e+004	6.183607677e+000	-1.769140762e+000		
1.427800000e+004	5.139209760e+001	-2.001897608e+001		1.427800000e+004	-1.502161666e+001	2.003186102e+001		1.427800000e+004	5.938116709e+000	-5.423333492e-001		
1.427900000e+004	5.184290067e+001	-2.097545950e+001		1.427900000e+004	-1.443733216e+001	1.872057437e+001		1.427900000e+004	6.741259924e+000	-8.906659651e-001		
1.428000000e+004	5.040493215e+001	-2.165102149e+001		1.428000000e+004	-1.285883212e+001	1.848285738e+001		1.428000000e+004	6.817040013e+000	-1.582865582e+000		
1.428100000e+004	4.945112343e+001	-2.170690703e+001		1.428100000e+004	-1.490781661e+001	1.825102660e+001		1.428100000e+004	6.474898429e+000	-1.073404829e+000		
1.428200000e+004	5.031266974e+001	-2.262029492e+001		1.428200000e+004	-1.362863571e+001	1.942887694e+001		1.428200000e+004	7.305944737e+000	-1.431819262e+000		
1.428300000e+004	4.985059527e+001	-2.218474963e+001		1.428300000e+004	-1.263841201e+001	1.967978227e+001		1.428300000e+004	8.024673823e+000	-9.951711811e-001		
1.428400000e+004	4.898854172e+001	-2.504341549e+001		1.428400000e+004	-1.418909064e+001	1.965268206e+001		1.428400000e+004	7.516695320e+000	-2.018408831e+000		
1.428500000e+004	4.795949906e+001	-2.455061385e+001		1.428500000e+004	-1.431157297e+001	1.958402517e+001		1.428500000e+004	8.107418403e+000	-2.404030257e+000		
1.428600000e+004	4.815367397e+001	-2.514399452e+001		1.428600000e+004	-1.440180640e+001	1.869193219e+001		1.428600000e+004	9.658069804e+000	-1.162885371e+000		
1.428700000e+004	4.882560123e+001	-2.518253574e+001		1.428700000e+004	-1.534752410e+001	1.976735034e+001		1.428700000e+004	9.433767557e+000	-6.816951614e-001		
1.428800000e+004	4.727446437e+001	-2.555477199e+001		1.428800000e+004	-1.358028726e+001	1.776454063e+001		1.428800000e+004	8.390729786e+000	-1.427189784e+000		
1.428900000e+004	4.842993528e+001	-2.608051804e+001		1.428900000e+004	-1.526374014e+001	1.849770127e+001		1.428900000e+004	9.757482643e+000	-2.431909427e+000		
1.429000000e+004	4.852865805e+001	-2.839118290e+001		1.429000000e+004	-1.567773689e+001	1.750443488e+001		1.429000000e+004	9.884657761e+000	-2.620196954e+000		
1.429100000e+004	4.715931685e+001	-2.808090512e+001		1.429100000e+004	-1.285301438e+001	1.765384627e+001		1.429100000e+004	1.039260903e+001	-2.223125971e+000		
1.429200000e+004	4.656548650e+001	-2.851362789e+001		1.429200000e+004	-1.625779073e+001	1.777362901e+001		1.429200000e+004	9.757537102e+000	-2.038041006e+000		
1.429300000e+004	4.668985466e+001	-2.999742576e+001		1.429300000e+004	-1.497241554e+001	1.813959628e+001		1.429300000e+004	1.111513078e+001	-2.687085489e+000		
1.429400000e+004	4.527226303e+001	-2.996038450e+001		1.429400000e+004	-1.245193056e+001	1.744704784e+001		1.429400000e+004	1.061734928e+001	-2.424679254e+000		
1.429500000e+004	4.550234024e+001	-2.883990409e+001		1.429500000e+004	-1.388379193e+001	1.759013113e+001		1.429500000e+004	1.038364824e+001	-2.855389000e+000		
1.429600000e+004	4.455611218e+001	-3.001107156e+001		1.429600000e+004	-1.473743705e+001	1.782220308e+001		1.429600000e+004	1.122715548e+001	-3.259931331e+000		
1.429700000e+004	4.418495577e+001	-3.103664754e+001		1.429700000e+004	-1.599931720e+001	1.769452071e+001		1.429700000e+004	1.079779437e+001	-3.829012518e+000		
1.429800000e+004	4.508614802e+001	-3.179471604e+001		1.429800000e+004	-1.639472174e+001	1.859195065e+001		1.429800000e+004	1.219418210e+001	-3.555160227e+000		
1.429900000e+004	4.344263050e+001	-3.298434658e+001		1.429900000e+004	-1.532151306e+001	1.862523893e+001		1.429900000e+004	1.269921361e+001	-3.818936099e+000		
1.430000000e+004	4.197750418e+001	-3.291934776e+001		1.430000000e+004	-1.289500127e+001	1.696879602e+001		1.430000000e+004	1.154001072e+001	-3.552303867e+000		
1.430100000e+004	4.313206019e+001	-3.349539344e+001		1.430100000e+004	-1.547282584e+001	1.713428985e+001		1.430100000e+004	1.196505092e+001	-4.800079978e+000		
1.430200000e+004	4.264608612e+001	-3.347947282e+001		1.430200000e+004	-1.732491404e+001	1.835855457e+001		1.430200000e+004	1.213134608e+001	-4.356840447e+000		
1.430300000e+004	4.032107839e+001	-3.468208943e+001		1.430300000e+004	-1.486695545e+001	1.708621524e+001		1.430300000e+004	1.204750610e+001	-4.364796477e+000		
1.430400000e+004	4.121290374e+001	-3.490072408e+001		1.430400000e+004	-1.516012386e+001	1.739566681e+001		1.430400000e+004	1.319077670e+001	-5.962844470e+000		
1.430500000e+004	3.953708441e+001	-3.451423209e+001		1.430500000e+004	-1.684420691e+001	1.833642566e+001		1.430500000e+004	1.248879523e+001	-5.695767232e+000		
1.430600000e+004	3.894668342e+001	-3.606404327e+001		1.430600000e+004	-1.483794763e+001	1.726899894e+001		1.430600000e+004	1.261500565e+001	-5.186851650e+000		
1.430700000e+004	3.934711061e+001	-3.667158165e+001		1.430700000e+004	-1.648779481e+001	1.756092880e+001		1.430700000e+004	1.343040908e+001	-6.408896793e+000		
1.430800000e+004	3.786130866e+001	-3.631774934e+001		1.430800000e+004	-1.544259503e+001	1.805760945e+001		1.430800000e+004	1.426175568e+001	-6.545775677e+000		
1.430900000e+004	3.792253582e+001	-3.691263462e+001		1.430900000e+004	-1.470843078e+001	1.889550200e+001		1.430900000e+004	1.335229660e+001	-6.826546171e+000		
1.431000000e+004	3.726902805e+001	-3.751526550e+001		1.431000000e+004	-1.569760655e+001	2.013414383e+001		1.431000000e+004	1.393620301e+001	-7.668614146e+000		
1.431100000e+004	3.616967763e+001	-3.781368995e+001		1.431100000e+004	-1.454771687e+001	1.901297258e+001		1.431100000e+004	1.391047515e+001	-7.040305987e+000		
1.431200000e+004	3.526514628e+001	-3.904068850e+001		1.431200000e+004	-1.634098032e+001	1.882408017e+001		1.431200000e+004	1.411472959e+001	-7.928712110e+000		
1.431300000e+004	3.385542471e+001	-3.879648004e+001		1.431300000e+004	-1.488897389e+001	1.836140510e+001		1.431300000e+004	1.301736846e+001	-8.609065691e+000		
1.431400000e+004	3.383437564e+001	-3.830552378e+001		1.431400000e+004	-1.684186207e+001	1.808517179e+001		1.431400000e+004	1.439915348e+001	-8.422721173e+000		
1.431500000e+004	3.450340259e+001	-3.955326332e+001		1.431500000e+004	-1.571348982e+001	1.758506958e+001		1.431500000e+004	1.388403000e+001	-8.338944210e+000		
1.431600000e+004	3.218919324e+001	-3.963126688e+001		1.431600000e+004	-1.648374152e+001	2.049101494e+001		1.431600000e+004	1.443010782e+001	-9.732359279e+000		
1.431700000e+004	3.126623306e+001	-4.114941732e+001		1.431700000e+004	-1.731119356e+001	1.975185917e+001		1.431700000e+004	1.351896362e+001	-9.962121401e+000		
1.431800000e+004	3.071100617e+001	-4.158916371e+001		1.431800000e+004	-1.684782297e+001	1.961304078e+001		1.431800000e+004	1.457511272e+001	-1.099787960e+001		
1.431900000e+004	2.997400229e+001	-4.178787892e+001		1.431900000e+004	-1.704395994e+001	1.952361800e+001		1.431900000e+004	1.508607245e+001	-1.134381929e+001		
1.432000000e+004	2.955876855e+001	-4.241781072e+001		1.432000000e+004	-1.667187307e+001	2.045199605e+001		1.432000000e+004	1.491550618e+001	-1.086292077e+001		
1.432100000e+004	2.869718179e+001	-4.118867116e+001		1.432100000e+004	-1.686890316e+001	2.118520493e+001		1.432100000e+004	1.264106570e+001	-1.236719513e+001		
1.432200000e+004	2.814602530e+001	-4.232547674e+001		1.432200000e+004	-1.679363187e+001	2.022264548e+001		1.432200000e+004	1.475877709e+001	-1.344063954e+001		
1.432300000e+004	2.678979464e+001	-4.203200336e+001		1.432300000e+004	-1.641726298e+001	1.988521613e+001		1.432300000e+004	1.465589523e+001	-1.316268845e+001		
1.432400000e+004	2.773788364e+001	-4.523165239e+001		1.432400000e+004	-1.615180473e+001	2.373410180e+001		1.432400000e+004	1.482549058e+001	-1.387988335e+001		
1.432500000e+004	2.555758050e+001	-4.296663949e+001		1.432500000e+004	-1.754668863e+001	2.170182214e+001		1.432500000e+004	1.344070800e+001	-1.440504280e+001		
1.432600000e+004	2.358596163e+001	-4.265870810e+001		1.432600000e+004	-1.717620906e+001	2.091411252e+001		1.432600000e+004	1.371130560e+001	-1.374155820e+001		
1.432700000e+004	2.400303452e+001	-4.344512937e+001		1.432700000e+004	-1.921349737e+001	2.048730864e+001		1.432700000e+004	1.386927479e+001	-1.427216975e+001		
1.432800000e+004	2.302237922e+001	-4.305332222e+001		1.432800000e+004	-1.603385647e+001	2.188420751e+001		1.432800000e+004	1.301995836e+001	-1.566436805e+001		
1.432900000e+004	2.206114856e+001	-4.343566912e+001		1.432900000e+004	-1.845481892e+001	2.166528189e+001		1.432900000e+004	1.446172033e+001	-1.470427947e+001		
1.433000000e+004	2.171957724e+001	-4.343530813e+001		1.433000000e+004	-1.780001815e+001	2.244229581e+001		1.433000000e+004	1.368925916e+001	-1.495325697e+001		
1.433100000e+004	2.105733896e+001	-4.457525987e+001		1.433100000e+004	-1.561254669e+001	2.465856193e+001		1.433100000e+004	1.326836171e+001	-1.673472154e+001		
1.433200000e+004	2.000227126e+001	-4.501139331e+001		1.433200000e+004	-1.781321739e+001	2.355101158e+001		1.433200000e+004	1.336131185e+001	-1.580701412e+001		
1.433300000e+004	1.798737015e+001	-4.401541488e+001		1.433300000e+004	-1.672206689e+001	2.303317294e+001		1.433300000e+004	1.314632594e+001	-1.614615191e+001		
1.433400000e+004	1.953241697e+001	-4.479796180e+001		1.433400000e+004	-1.785579477e+001	2.315132502e+001		1.433400000e+004	1.364328355e+001	-1.823604579e+001		
1.433500000e+004	1.762089719e+001	-4.422031971e+001		1.433500000e+004	-1.770512305e+001	2.411793931e+001		1.433500000e+004	1.335073597e+001	-1.693572713e+001		
1.433600000e+004	1.671744879e+001	-4.287791845e+001		1.433600000e+004	-1.755154323e+001	2.528875669e+001		1.433600000e+004	1.209827718e+001	-1.713782655e+001		
1.433700000e+004	1.611497974e+001	-4.395823633e+001		1.433700000e+004	-1.882144748e+001	2.516250115e+001		1.433700000e+004	1.157489153e+001	-1.873056210e+001		
1.433800000e+004	1.524188196e+001	-4.358263920e+001		1.433800000e+004	-1.644390575e+001	2.568715336e+001		1.433800000e+004	1.115416913e+001	-1.855743315e+001		
1.433900000e+004	1.332609417e+001	-4.338345098e+001		1.433900000e+004	-1.714549434e+001	2.695482324e+001		1.433900000e+004	1.172416600e+001	-1.928767170e+001		
1.434000000e+004	1.323591831e+001	-4.297348262e+001		1.434000000e+004	-1.691663545e+001	2.769969096e+001		1.434000000e+004	9.940116188e+000	-1.899241830e+001		
1.434100000e+004	1.164679960e+001	-4.442546415e+001		1.434100000e+004	-1.657502679e+001	2.738700454e+001		1.434100000e+004	1.076739473e+001	-2.105344438e+001		
1.434200000e+004	1.259770022e+001	-4.153632630e+001		1.434200000e+004	-1.605698120e+001	2.760587258e+001		1.434200000e+004	9.324769205e+000	-1.921993128e+001		
1.434300000e+004	1.009128504e+001	-4.271977033e+001		1.434300000e+004	-1.643061782e+001	2.622839992e+001		1.434300000e+004	9.906734548e+000	-2.019209258e+001		
1.434400000e+004	1.136946935e+001	-4.142951253e+001		1.434400000e+004	-1.801334074e+001	2.805990894e+001		1.434400000e+004	8.499403720e+000	-2.091233717e+001		
1.434500000e+004	8.708142442e+000	-4.276006356e+001		1.434500000e+004	-1.426401494e+001	2.741817982e+001		1.434500000e+004	8.969664112e+000	-2.189381714e+001		
1.434600000e+004	8.209852924e+000	-4.245379393e+001		1.434600000e+004	-1.721497589e+001	2.835114796e+001		1.434600000e+004	9.570749134e+000	-2.221449965e+001		
1.434700000e+004	7.760969913e+000	-4.244530771e+001		1.434700000e+004	-1.635847557e+001	2.979763072e+001		1.434700000e+004	8.135816292e+000	-2.230299352e+001		
1.434800000e+004	6.803561479e+000	-4.146959414e+001		1.434800000e+004	-1.409053280e+001	2.834068566e+001		1.434800000e+004	8.046950551e+000	-2.283255634e+001		
1.434900000e+004	6.847088779e+000	-3.989681694e+001		1.434900000e+004	-1.386479829e+001	3.031717937e+001		1.434900000e+004	7.242365736e+000	-2.317260282e+001		
1.435000000e+004	5.521411801e+000	-3.993152426e+001		1.435000000e+004	-1.608555803e+001	2.785058207e+001		1.435000000e+004	6.973359104e+000	-2.204884089e+001		
1.435100000e+004	4.761587776e+000	-3.996812675e+001		1.435100000e+004	-1.424918194e+001	2.823598177e+001		1.435100000e+004	5.931299644e+000	-2.120874354e+001		
1.435200000e+004	4.689323387e+000	-4.029377434e+001		1.435200000e+004	-1.340682067e+001	2.977246146e+001		1.435200000e+004	6.742412893e+000	-2.399097736e+001		
1.435300000e+004	4.329773685e+000	-3.910164182e+001		1.435300000e+004	-1.474730964e+001	3.020219989e+001		1.435300000e+004	5.061232107e+000	-2.412840161e+001		
1.435400000e+004	2.426801004e+000	-3.791910648e+001		1.435400000e+004	-1.461139312e+001	3.127255649e+001		1.435400000e+004	4.141598576e+000	-2.502343069e+001		
1.435500000e+004	2.349881562e+000	-3.921831729e+001		1.435500000e+004	-1.465060962e+001	3.185081164e+001		1.435500000e+004	4.518528001e+000	-2.407547863e+001		
1.435600000e+004	1.139211192e+000	-3.818720520e+001		1.435600000e+004	-1.251544344e+001	3.266619562e+001		1.435600000e+004	3.588960421e+000	-2.467927492e+001		
1.435700000e+004	4.418036684e-001	-3.797594271e+001		1.435700000e+004	-1.335831662e+001	3.133388946e+001		1.435700000e+004	4.887147803e+000	-2.417281815e+001		
1.435800000e+004	6.299625856e-001	-3.826242981e+001		1.435800000e+004	-1.338909513e+001	3.329685250e+001		1.435800000e+004	2.627682111e+000	-2.565600764e+001		
1.435900000e+004	5.561819589e-001	-3.714523871e+001		1.435900000e+004	-1.387915205e+001	3.451699237e+001		1.435900000e+004	3.388353942e+000	-2.473024672e+001		
1.436000000e+004	-7.629583678e-001	-3.672842411e+001		1.436000000e+004	-1.091849201e+001	3.400157636e+001		1.436000000e+004	2.046392640e+000	-2.514241522e+001		
1.436100000e+004	-1.214318010e-001	-3.556096294e+001		1.436100000e+004	-1.138718866e+001	3.083731928e+001		1.436100000e+004	-3.716145701e-001	-2.436075986e+001		
1.436200000e+004	-1.577059212e+000	-3.602575723e+001		1.436200000e+004	-1.178738246e+001	3.307297115e+001		1.436200000e+004	5.994366733e-001	-2.539862639e+001		
1.436300000e+004	-2.382536567e+000	-3.530001231e+001		1.436300000e+004	-9.242853953e+000	3.350731835e+001		1.436300000e+004	4.325784097e-001	-2.467580979e+001		
1.436400000e+004	-3.140081884e+000	-3.340188937e+001		1.436400000e+004	-8.779645965e+000	3.416842855e+001		1.436400000e+004	-6.073133250e-002	-2.491245938e+001		
1.436500000e+004	-2.686806194e+000	-3.442084628e+001		1.436500000e+004	-9.393771517e+000	3.335628408e+001		1.436500000e+004	-1.546257068e+000	-2.518758484e+001		
1.436600000e+004	-2.992423091e+000	-3.268435682e+001		1.436600000e+004	-8.176141419e+000	3.374082801e+001		1.436600000e+004	-2.377230148e+000	-2.505205109e+001		
1.436700000e+004	-3.506927693e+000	-3.320079354e+001		1.436700000e+004	-7.098979036e+000	3.448301013e+001		1.436700000e+004	-1.842958975e+000	-2.495806934e+001		
1.436800000e+004	-2.968335610e+000	-3.149109467e+001		1.436800000e+004	-9.121074139e+000	3.478250509e+001		1.436800000e+004	-3.122476157e+000	-2.525703994e+001		
1.436900000e+004	-4.146775266e+000	-3.121954482e+001		1.436900000e+004	-8.211180161e+000	3.352156164e+001		1.436900000e+004	-3.463528371e+000	-2.453001756e+001		
1.437000000e+004	-3.811979775e+000	-3.182578863e+001		1.437000000e+004	-8.286654502e+000	3.616385833e+001		1.437000000e+004	-4.193169818e+000	-2.531112056e+001		
1.437100000e+004	-4.247794249e+000	-3.049709542e+001		1.437100000e+004	-8.528958468e+000	3.390531202e+001		1.437100000e+004	-2.941830939e+000	-2.575604520e+001		
1.437200000e+004	-5.967303472e+000	-2.980449874e+001		1.437200000e+004	-6.369193274e+000	3.670650681e+001		1.437200000e+004	-4.528845206e+000	-2.469162771e+001		
1.437300000e+004	-4.891348905e+000	-2.933993162e+001		1.437300000e+004	-5.820778004e+000	3.443889545e+001		1.437300000e+004	-5.267228054e+000	-2.365258799e+001		
1.437400000e+004	-5.852015915e+000	-2.836016010e+001		1.437400000e+004	-5.173046364e+000	3.509392806e+001		1.437400000e+004	-5.972710056e+000	-2.422084451e+001		
1.437500000e+004	-6.453584064e+000	-2.788103539e+001		1.437500000e+004	-3.904674743e+000	3.618876930e+001		1.437500000e+004	-7.675030162e+000	-2.442138642e+001		
1.437600000e+004	-5.652948673e+000	-2.795220204e+001		1.437600000e+004	-4.580560374e+000	3.395187578e+001		1.437600000e+004	-6.819444754e+000	-2.371018042e+001		
1.437700000e+004	-6.161459315e+000	-2.758792921e+001		1.437700000e+004	-5.383260139e+000	3.540433966e+001		1.437700000e+004	-7.322531308e+000	-2.456472489e+001		
1.437800000e+004	-7.160812245e+000	-2.736372733e+001		1.437800000e+004	-3.644842071e+000	3.716702220e+001		1.437800000e+004	-8.039787674e+000	-2.429781336e+001		
1.437900000e+004	-7.769298986e+000	-2.580893862e+001		1.437900000e+004	-2.080186999e+000	3.442887505e+001		1.437900000e+004	-8.957128493e+000	-2.363503983e+001		
1.438000000e+004	-6.922652588e+000	-2.510242540e+001		1.438000000e+004	-4.806725498e+000	3.557762731e+001		1.438000000e+004	-1.004952920e+001	-2.285163090e+001		
1.438100000e+004	-6.175558289e+000	-2.649348007e+001		1.438100000e+004	-2.917539626e+000	3.554749452e+001		1.438100000e+004	-9.093050459e+000	-2.288282174e+001		
1.438200000e+004	-6.106111750e+000	-2.528634651e+001		1.438200000e+004	-5.670774471e-001	3.410888805e+001		1.438200000e+004	-1.012491719e+001	-2.279653112e+001		
1.438300000e+004	-5.845766777e+000	-2.510473445e+001		1.438300000e+004	-1.590712597e+000	3.643844542e+001		1.438300000e+004	-9.592781577e+000	-2.247198982e+001		
1.438400000e+004	-6.779573968e+000	-2.354521873e+001		1.438400000e+004	-1.103366997e-001	3.517018583e+001		1.438400000e+004	-1.045069860e+001	-2.207875273e+001		
1.438500000e+004	-5.975918841e+000	-2.368663869e+001		1.438500000e+004	-1.228226597e+000	3.541977482e+001		1.438500000e+004	-1.097923215e+001	-2.148673820e+001		
1.438600000e+004	-6.683387419e+000	-2.397703749e+001		1.438600000e+004	-1.501600333e+000	3.455455022e+001		1.438600000e+004	-1.133308236e+001	-2.160243964e+001		
1.438700000e+004	-7.129191956e+000	-2.231845513e+001		1.438700000e+004	9.162470133e-002	3.397777012e+001		1.438700000e+004	-1.294687243e+001	-2.109820479e+001		
1.438800000e+004	-6.616549453e+000	-2.326283003e+001		1.438800000e+004	2.938991889e+000	3.460358796e+001		1.438800000e+004	-1.329244180e+001	-2.015722188e+001		
1.438900000e+004	-7.051377445e+000	-2.177677757e+001		1.438900000e+004	2.117080448e+000	3.468235083e+001		1.438900000e+004	-1.356753769e+001	-2.022709242e+001		
1.439000000e+004	-6.631018357e+000	-2.168428487e+001		1.439000000e+004	2.562347205e+000	3.575637017e+001		1.439000000e+004	-1.360298565e+001	-1.971588996e+001		
1.439100000e+004	-7.050991566e+000	-2.125653340e+001		1.439100000e+004	1.241442367e+000	3.297614043e+001		1.439100000e+004	-1.350489305e+001	-1.964211240e+001		
1.439200000e+004	-7.458205875e+000	-2.083593158e+001		1.439200000e+004	2.979059115e+000	3.374849891e+001		1.439200000e+004	-1.434798562e+001	-1.976919416e+001		
1.439300000e+004	-7.084350645e+000	-2.108405019e+001		1.439300000e+004	1.838965011e+000	3.340234372e+001		1.439300000e+004	-1.502283498e+001	-1.765815162e+001		
1.439400000e+004	-7.048576711e+000	-2.047967041e+001		1.439400000e+004	5.079697503e+000	3.425681661e+001		1.439400000e+004	-1.452277322e+001	-1.909544797e+001		
